location_id,date,transaction_id,profit
008,01/02/2019,001,$26.89
008,01/02/2019,002,$24.74
008,01/02/2019,003,$31.36
008,01/02/2019,004,$27.06
008,01/02/2019,005,$29.51
008,01/02/2019,006,$27.52
008,01/02/2019,007,$26.59
008,01/02/2019,008,$28.40
008,01/02/2019,009,$28.42
008,01/02/2019,010,$25.11
008,01/02/2019,011,$27.39
008,01/02/2019,012,$30.06
008,01/02/2019,013,$28.73
008,01/02/2019,014,$28.99
008,01/02/2019,015,$22.06
008,01/02/2019,016,$27.75
008,01/02/2019,017,$27.84
008,01/02/2019,018,$28.88
008,01/02/2019,019,$27.52
008,01/02/2019,020,$28.54
008,01/02/2019,021,$26.02
008,01/03/2019,001,$24.17
008,01/03/2019,002,$27.09
008,01/03/2019,003,$27.63
008,01/03/2019,004,$27.61
008,01/03/2019,005,$29.36
008,01/03/2019,006,$28.40
008,01/03/2019,007,$30.72
008,01/03/2019,008,$29.68
008,01/03/2019,009,$28.54
008,01/03/2019,010,$26.67
008,01/03/2019,011,$26.90
008,01/03/2019,012,$26.02
008,01/03/2019,013,$28.43
008,01/03/2019,014,$27.60
008,01/03/2019,015,$28.49
008,01/03/2019,016,$28.48
008,01/03/2019,017,$25.32
008,01/03/2019,018,$27.12
008,01/03/2019,019,$26.96
008,01/03/2019,020,$28.47
008,01/04/2019,001,$25.31
008,01/04/2019,002,$25.92
008,01/04/2019,003,$25.65
008,01/04/2019,004,$27.79
008,01/04/2019,005,$29.77
008,01/04/2019,006,$25.29
008,01/04/2019,007,$29.54
008,01/04/2019,008,$28.27
008,01/04/2019,009,$30.71
008,01/04/2019,010,$27.03
008,01/04/2019,011,$29.36
008,01/04/2019,012,$26.95
008,01/04/2019,013,$25.22
008,01/04/2019,014,$32.22
008,01/05/2019,001,$25.91
008,01/05/2019,002,$29.89
008,01/05/2019,003,$25.46
008,01/05/2019,004,$29.00
008,01/05/2019,005,$26.70
008,01/05/2019,006,$25.29
008,01/05/2019,007,$25.70
008,01/05/2019,008,$27.41
008,01/05/2019,009,$27.71
008,01/05/2019,010,$24.22
008,01/05/2019,011,$25.32
008,01/05/2019,012,$24.64
008,01/05/2019,013,$23.66
008,01/05/2019,014,$26.60
008,01/05/2019,015,$26.52
008,01/06/2019,001,$27.13
008,01/06/2019,002,$26.20
008,01/06/2019,003,$23.97
008,01/06/2019,004,$29.89
008,01/06/2019,005,$26.37
008,01/06/2019,006,$25.83
008,01/06/2019,007,$27.80
008,01/06/2019,008,$25.81
008,01/06/2019,009,$29.28
008,01/06/2019,010,$31.39
008,01/06/2019,011,$29.05
008,01/06/2019,012,$25.99
008,01/06/2019,013,$25.15
008,01/06/2019,014,$22.83
008,01/06/2019,015,$26.37
008,01/06/2019,016,$27.42
008,01/07/2019,001,$28.33
008,01/07/2019,002,$27.04
008,01/07/2019,003,$27.50
008,01/07/2019,004,$30.23
008,01/07/2019,005,$26.71
008,01/07/2019,006,$26.90
008,01/07/2019,007,$26.50
008,01/07/2019,008,$27.30
008,01/07/2019,009,$24.93
008,01/07/2019,010,$25.12
008,01/07/2019,011,$27.01
008,01/08/2019,001,$26.93
008,01/08/2019,002,$28.88
008,01/08/2019,003,$23.67
