location_id	date	transaction_id	profit
009	01-02-2019	001	0024.67
009	01-02-2019	002	0022.99
009	01-02-2019	003	0022.81
009	01-02-2019	004	0021.76
009	01-02-2019	005	0026.45
009	01-02-2019	006	0000026
009	01-02-2019	007	0019.66
009	01-02-2019	008	0021.83
009	01-02-2019	009	0023.28
009	01-02-2019	010	0026.21
009	01-02-2019	011	0023.37
009	01-02-2019	012	0021.59
009	01-02-2019	013	0021.86
009	01-02-2019	014	0018.64
009	01-02-2019	015	0021.14
009	01-02-2019	016	0022.08
009	01-02-2019	017	00023.9
009	01-02-2019	018	0021.26
009	01-02-2019	019	0022.84
009	01-03-2019	001	0022.92
009	01-03-2019	002	0025.29
009	01-03-2019	003	0025.12
009	01-03-2019	004	0020.18
009	01-03-2019	005	0026.67
009	01-03-2019	006	00024.9
009	01-03-2019	007	0020.94
009	01-03-2019	008	0021.57
009	01-03-2019	009	0025.85
009	01-03-2019	010	0022.37
009	01-03-2019	011	0022.52
009	01-03-2019	012	0024.35
009	01-03-2019	013	0023.98
009	01-03-2019	014	0022.87
009	01-03-2019	015	0027.03
009	01-03-2019	016	0025.13
009	01-04-2019	001	0024.33
009	01-04-2019	002	00025.6
009	01-04-2019	003	0023.58
009	01-04-2019	004	0025.28
009	01-04-2019	005	0022.94
009	01-04-2019	006	0021.71
009	01-04-2019	007	0025.11
009	01-04-2019	008	0025.89
009	01-04-2019	009	0020.65
009	01-04-2019	010	0024.91
009	01-04-2019	011	0024.58
009	01-04-2019	012	0021.24
009	01-04-2019	013	0025.67
009	01-04-2019	014	0022.05
009	01-04-2019	015	0021.18
009	01-04-2019	016	0025.73
009	01-04-2019	017	0021.53
009	01-04-2019	018	0019.34
009	01-04-2019	019	0020.61
009	01-04-2019	020	0022.93
009	01-04-2019	021	0022.42
009	01-04-2019	022	0024.48
009	01-04-2019	023	0024.09
009	01-04-2019	024	0021.87
009	01-04-2019	025	0024.08
009	01-05-2019	001	0027.27
009	01-05-2019	002	0024.63
009	01-05-2019	003	0024.82
009	01-05-2019	004	0021.07
009	01-05-2019	005	00021.7
009	01-05-2019	006	0020.23
009	01-05-2019	007	0025.35
009	01-05-2019	008	0022.89
009	01-05-2019	009	0026.13
009	01-05-2019	010	0026.15
009	01-05-2019	011	00026.3
009	01-05-2019	012	0025.55
009	01-05-2019	013	0022.42
009	01-05-2019	014	0021.93
009	01-05-2019	015	0022.39
009	01-05-2019	016	0020.84
009	01-05-2019	017	0023.88
009	01-06-2019	001	0025.35
009	01-06-2019	002	0021.24
009	01-06-2019	003	0022.73
009	01-06-2019	004	0023.49
009	01-06-2019	005	0024.63
009	01-06-2019	006	0019.18
009	01-06-2019	007	0024.17
009	01-06-2019	008	00022.8
009	01-06-2019	009	0026.54
009	01-06-2019	010	0026.39
009	01-06-2019	011	00023.5
009	01-06-2019	012	0023.32
009	01-06-2019	013	0023.94
009	01-06-2019	014	0021.56
009	01-06-2019	015	0026.05
009	01-06-2019	016	0023.55
009	01-07-2019	001	0024.96
009	01-07-2019	002	0022.52
009	01-07-2019	003	0018.73
009	01-07-2019	004	0023.41
009	01-07-2019	005	0024.63
009	01-07-2019	006	0028.94
009	01-07-2019	007	0022.33
009	01-07-2019	008	0021.97
009	01-07-2019	009	0023.54
009	01-07-2019	010	0022.13
009	01-07-2019	011	00025.3
009	01-07-2019	012	00022.7
009	01-07-2019	013	0022.57
009	01-07-2019	014	0021.29
009	01-08-2019	001	0020.54
009	01-08-2019	002	0021.62
009	01-08-2019	003	0023.52
009	01-08-2019	004	0018.87
009	01-08-2019	005	0021.42
009	01-08-2019	006	0022.63
009	01-08-2019	007	0019.79
009	01-08-2019	008	0026.26
009	01-08-2019	009	0025.67
009	01-08-2019	010	0023.63
009	01-08-2019	011	0025.36
009	01-08-2019	012	0017.23
009	01-08-2019	013	0026.38
009	01-09-2019	001	0029.26
009	01-09-2019	002	0021.32
009	01-09-2019	003	0024.05
009	01-09-2019	004	0020.96
009	01-09-2019	005	0019.72
009	01-09-2019	006	0022.99
009	01-09-2019	007	0022.74
009	01-09-2019	008	0023.39
009	01-09-2019	009	0021.82
009	01-09-2019	010	0020.91
009	01-09-2019	011	0022.37
009	01-09-2019	012	0023.74
009	01-09-2019	013	0024.77
009	01-09-2019	014	0024.04
009	01-09-2019	015	0018.86
009	01-09-2019	016	0024.11
009	01-09-2019	017	00019.3
009	01-09-2019	018	0021.74
009	01-10-2019	001	0025.45
009	01-10-2019	002	0022.68
009	01-10-2019	003	0023.96
009	01-10-2019	004	0022.92
009	01-10-2019	005	0024.23
009	01-10-2019	006	0023.99
009	01-10-2019	007	0027.26
009	01-10-2019	008	0022.34
009	01-10-2019	009	0021.87
009	01-10-2019	010	0022.54
009	01-10-2019	011	0024.22
009	01-11-2019	001	0021.27
009	01-11-2019	002	0022.98
009	01-11-2019	003	0027.11
009	01-11-2019	004	00020.8
009	01-11-2019	005	00023.7
009	01-11-2019	006	0020.04
009	01-11-2019	007	0024.39
009	01-11-2019	008	0020.81
009	01-11-2019	009	0024.75
009	01-11-2019	010	0024.32
009	01-11-2019	011	0022.98
009	01-11-2019	012	0022.88
009	01-11-2019	013	0025.69
009	01-11-2019	014	0022.52
009	01-11-2019	015	0025.04
009	01-11-2019	016	0022.86
009	01-11-2019	017	0024.09
009	01-11-2019	018	00023.6
009	01-12-2019	001	0022.69
009	01-12-2019	002	0022.73
009	01-12-2019	003	0018.85
009	01-12-2019	004	0019.69
009	01-12-2019	005	0022.69
009	01-12-2019	006	0021.76
009	01-12-2019	007	0023.13
009	01-12-2019	008	0022.02
009	01-12-2019	009	0020.39
009	01-12-2019	010	0022.18
009	01-12-2019	011	0027.97
009	01-12-2019	012	0027.44
009	01-12-2019	013	0021.46
009	01-12-2019	014	0022.49
009	01-12-2019	015	0021.69
009	01-12-2019	016	0025.13
009	01-12-2019	017	0025.75
009	01-12-2019	018	0025.82
009	01-12-2019	019	0023.35
009	01-13-2019	001	0023.97
009	01-13-2019	002	0024.09
009	01-13-2019	003	00022.8
009	01-13-2019	004	0023.31
009	01-13-2019	005	0018.93
009	01-13-2019	006	0021.92
009	01-13-2019	007	0019.27
009	01-13-2019	008	0022.73
009	01-13-2019	009	0020.84
009	01-13-2019	010	0022.51
009	01-13-2019	011	0023.95
009	01-13-2019	012	0024.25
009	01-14-2019	001	0021.53
009	01-14-2019	002	0021.77
009	01-14-2019	003	0022.03
009	01-14-2019	004	0024.71
009	01-14-2019	005	0025.96
009	01-14-2019	006	0023.28
009	01-15-2019	001	0018.54
009	01-15-2019	002	0020.45
009	01-15-2019	003	0028.08
009	01-15-2019	004	0024.84
009	01-15-2019	005	0025.88
009	01-15-2019	006	0023.51
009	01-15-2019	007	0020.98
009	01-16-2019	001	0022.06
009	01-16-2019	002	0022.03
009	01-16-2019	003	0020.29
009	01-16-2019	004	0027.64
009	01-16-2019	005	0021.89
009	01-16-2019	006	00024.1
009	01-16-2019	007	0024.06
009	01-16-2019	008	0026.22
009	01-16-2019	009	0020.34
009	01-16-2019	010	0024.39
009	01-16-2019	011	0025.23
009	01-16-2019	012	0026.75
009	01-17-2019	001	0023.91
009	01-17-2019	002	0022.74
009	01-17-2019	003	00024.4
009	01-17-2019	004	0022.06
009	01-17-2019	005	00025.5
009	01-17-2019	006	0026.01
009	01-17-2019	007	0024.06
009	01-17-2019	008	0022.68
009	01-17-2019	009	0022.82
009	01-17-2019	010	0025.48
009	01-17-2019	011	0021.22
009	01-17-2019	012	0024.98
009	01-18-2019	001	0027.85
009	01-18-2019	002	0019.01
009	01-18-2019	003	0020.52
009	01-18-2019	004	0024.72
009	01-18-2019	005	0024.55
009	01-18-2019	006	0022.69
009	01-18-2019	007	0021.85
009	01-18-2019	008	00027.7
009	01-18-2019	009	00025.5
009	01-18-2019	010	0022.33
009	01-18-2019	011	0021.98
009	01-18-2019	012	0025.84
009	01-19-2019	001	0022.08
009	01-19-2019	002	0020.62
009	01-19-2019	003	0024.11
009	01-19-2019	004	0021.02
009	01-19-2019	005	0025.96
009	01-19-2019	006	0027.16
009	01-19-2019	007	0021.12
009	01-19-2019	008	0022.13
009	01-19-2019	009	0018.41
009	01-19-2019	010	0021.06
009	01-19-2019	011	0019.03
009	01-19-2019	012	0023.44
009	01-19-2019	013	0023.92
009	01-20-2019	001	0023.18
009	01-20-2019	002	00021.3
009	01-20-2019	003	0024.05
009	01-20-2019	004	0023.34
009	01-20-2019	005	0022.19
009	01-20-2019	006	0024.33
009	01-20-2019	007	00025.8
009	01-20-2019	008	0024.84
009	01-20-2019	009	0024.55
009	01-20-2019	010	0021.25
009	01-20-2019	011	0022.71
009	01-20-2019	012	0023.55
009	01-20-2019	013	00025.5
009	01-20-2019	014	0021.19
009	01-20-2019	015	00026.7
009	01-20-2019	016	0022.28
009	01-20-2019	017	0023.05
009	01-21-2019	001	0021.08
009	01-21-2019	002	0023.96
009	01-21-2019	003	0019.84
009	01-21-2019	004	0023.99
009	01-21-2019	005	0022.09
009	01-21-2019	006	0000024
009	01-21-2019	007	0024.05
009	01-21-2019	008	0021.48
009	01-21-2019	009	0021.37
009	01-21-2019	010	0023.48
009	01-21-2019	011	0023.73
009	01-21-2019	012	0022.11
009	01-21-2019	013	00023.7
009	01-21-2019	014	0022.59
009	01-21-2019	015	0023.15
009	01-21-2019	016	00021.2
009	01-21-2019	017	0022.76
009	01-22-2019	001	0023.02
009	01-22-2019	002	00024.3
009	01-22-2019	003	0023.64
009	01-22-2019	004	0021.08
009	01-22-2019	005	0024.95
009	01-22-2019	006	0021.58
009	01-22-2019	007	0023.45
009	01-22-2019	008	0023.44
009	01-22-2019	009	0022.09
009	01-22-2019	010	00020.9
009	01-22-2019	011	0022.81
009	01-22-2019	012	0025.74
009	01-22-2019	013	0021.31
009	01-23-2019	001	0021.79
009	01-23-2019	002	0021.93
009	01-23-2019	003	0024.12
009	01-23-2019	004	0020.13
009	01-23-2019	005	0020.93
009	01-23-2019	006	0022.53
009	01-23-2019	007	0023.56
009	01-23-2019	008	0024.85
009	01-23-2019	009	0021.44
009	01-23-2019	010	0022.36
009	01-23-2019	011	0022.28
009	01-24-2019	001	0022.38
009	01-24-2019	002	0023.84
009	01-24-2019	003	0019.76
009	01-24-2019	004	00024.8
009	01-24-2019	005	0024.64
009	01-24-2019	006	0020.22
009	01-24-2019	007	0023.03
009	01-24-2019	008	0024.27
009	01-24-2019	009	0020.06
009	01-24-2019	010	0024.07
009	01-24-2019	011	0022.88
009	01-24-2019	012	0022.85
009	01-24-2019	013	0025.65
009	01-25-2019	001	0026.42
009	01-25-2019	002	0021.28
009	01-25-2019	003	0023.82
009	01-25-2019	004	0021.54
009	01-25-2019	005	00026.9
009	01-25-2019	006	0022.63
009	01-25-2019	007	0019.81
009	01-25-2019	008	0020.72
009	01-25-2019	009	0024.42
009	01-25-2019	010	0021.76
009	01-25-2019	011	0020.98
009	01-25-2019	012	0026.43
009	01-25-2019	013	0023.08
009	01-25-2019	014	0021.32
009	01-25-2019	015	0025.51
009	01-25-2019	016	0021.25
009	01-25-2019	017	00021.7
009	01-25-2019	018	0022.25
009	01-26-2019	001	0022.34
009	01-26-2019	002	0023.14
009	01-26-2019	003	0023.94
009	01-26-2019	004	0023.66
009	01-26-2019	005	00019.8
009	01-26-2019	006	0023.21
009	01-26-2019	007	0024.24
009	01-26-2019	008	0023.14
009	01-26-2019	009	0020.93
009	01-26-2019	010	0024.69
009	01-26-2019	011	0022.43
009	01-26-2019	012	0022.54
009	01-26-2019	013	0023.64
009	01-26-2019	014	0022.11
009	01-26-2019	015	0024.57
009	01-26-2019	016	0022.52
009	01-26-2019	017	0021.93
009	01-26-2019	018	0022.22
009	01-26-2019	019	0027.21
009	01-27-2019	001	0018.99
009	01-27-2019	002	0023.11
009	01-27-2019	003	00021.1
009	01-27-2019	004	0023.28
009	01-27-2019	005	0024.91
009	01-27-2019	006	0023.23
009	01-27-2019	007	0026.04
009	01-27-2019	008	0019.87
009	01-27-2019	009	0022.15
009	01-27-2019	010	0021.92
009	01-27-2019	011	0022.15
009	01-27-2019	012	0023.86
009	01-27-2019	013	0024.35
009	01-27-2019	014	0023.46
009	01-27-2019	015	0021.75
009	01-27-2019	016	0024.53
009	01-27-2019	017	0018.86
009	01-27-2019	018	0022.92
009	01-27-2019	019	0024.29
009	01-27-2019	020	0024.02
009	01-28-2019	001	0021.27
009	01-28-2019	002	0020.91
009	01-28-2019	003	0021.87
009	01-28-2019	004	0024.83
009	01-28-2019	005	0024.65
009	01-28-2019	006	0027.14
009	01-29-2019	001	0020.38
009	01-29-2019	002	0028.03
009	01-29-2019	003	00024.4
009	01-29-2019	004	0024.34
009	01-29-2019	005	00022.4
009	01-29-2019	006	0025.42
009	01-29-2019	007	0021.13
009	01-29-2019	008	0022.24
009	01-29-2019	009	0021.23
009	01-29-2019	010	0022.28
009	01-29-2019	011	0026.98
009	01-30-2019	001	00025.2
009	01-30-2019	002	0022.55
009	01-30-2019	003	0023.88
009	01-30-2019	004	0022.07
009	01-30-2019	005	0022.63
009	01-30-2019	006	0000024
009	01-30-2019	007	0016.72
009	01-30-2019	008	0022.05
009	01-30-2019	009	0023.46
009	01-30-2019	010	00021.3
009	01-30-2019	011	0022.72
009	01-30-2019	012	0021.91
009	01-31-2019	001	0024.08
009	01-31-2019	002	0018.87
009	01-31-2019	003	0022.23
009	01-31-2019	004	0022.95
009	01-31-2019	005	0023.88
009	01-31-2019	006	0023.32
